Country,State,Year,Month,"Food Grains Allocated (UOM:MT(MetricTonne)), Scaling Factor:1000","Ration Cards Issued (UOM:Number), Scaling Factor:1","Transaction For Ration Cards (UOM:Number), Scaling Factor:1","Aadhaar Authenticated Transactions (UOM:Number), Scaling Factor:1","Aadhaar Authenticated Transactions (%) (UOM:%(Percentage)), Scaling Factor:1","Epos (Electronic Point Of Sale System) Distribution Of Food Grains (UOM:MT(MetricTonne)), Scaling Factor:1000","Manual Distribution Of Food Grains (UOM:MT(MetricTonne)), Scaling Factor:1000","Distribution Of Food Grains (UOM:MT(MetricTonne)), Scaling Factor:1000"
India,Jharkhand,"Calendar Year (Jan - Dec), 2021","September, 2021",144959.47,5885510,1093374,1059771,96.93,21092.87,0,21092.87
India,Karnataka,"Calendar Year (Jan - Dec), 2021","September, 2021",217403,12032692,2756303,2756303,100,48588.25,0,48588.25
India,Kerala,"Calendar Year (Jan - Dec), 2021","September, 2021",85459.89,3836524,1144370,1101251,96.23,23725.74,0,23725.74
India,Ladakh,"Calendar Year (Jan - Dec), 2021","September, 2021",870.5083174255613561919950,35390.98104520321863743490,11481.73611562112639533160,10583.90934005380545906430,92.18,267.9575571635133420072270,0,267.9575571635133420072270
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2021","September, 2021",297039.11,11406822,7639536,7383065,96.64,183220.45,0,183220.45
India,Maharashtra,"Calendar Year (Jan - Dec), 2021","September, 2021",383766,15288365,1742780,1742780,100,43074.12,0,43074.12
India,Manipur,"Calendar Year (Jan - Dec), 2021","September, 2021",12461.24,544261,8034,5486,68.28,0,1428.91,1428.91
India,Meghalaya,"Calendar Year (Jan - Dec), 2021","September, 2021",10800.27,421503,40604,2978,7.33,1158.37,588.31,1746.67
India,Mizoram,"Calendar Year (Jan - Dec), 2021","September, 2021",3827.96,164800,65814,65814,100,1613.32,0,1613.32
India,Nagaland,"Calendar Year (Jan - Dec), 2021","September, 2021",7632.11,298629,104480,32917,31.51,2150.69,0,2150.69
India,Rajasthan,"Calendar Year (Jan - Dec), 2021","September, 2021",232631,10625402,8029715,8029667,100,178720.8,0,178720.8
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2021","September, 2021",202114.13,11184800,6083041,5883457,96.72,108863.54,0,108863.54
India,Telangana,"Calendar Year (Jan - Dec), 2021","September, 2021",108004.23,5357778,4326212,4326212,100,91929.97,0,91929.97
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2021","September, 2021",451.98,60183,12929,12929,100,330.78,0,330.78
India,Tripura,"Calendar Year (Jan - Dec), 2021","September, 2021",13761.1,596195,365273,365091,99.95,7278.25,0,7278.25
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021","September, 2021",811798.34,35980157,0,0,0,0,0.56,0.56
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021","September, 2021",33454.8,1405340,471732,126617,26.84,11065.67,0,11065.67
India,West Bengal,"Calendar Year (Jan - Dec), 2021","September, 2021",330516.44,54827217,10398678,2828343,27.2,214841.68,0,214841.68
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2021","August, 2021",332.7,16808,15423,12648,82.01,296.07,0,296.07
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2021","August, 2021",154148.03,8911732,8279662,8279662,100,136087.98,0,136087.98
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2021","August, 2021",4677.46,185088,135798,12322,9.07,3635.4,1147.02,4782.42
India,Assam,"Calendar Year (Jan - Dec), 2021","August, 2021",135479.33,182815,4,4,100,0,87300.97,87300.98
India,Bihar,"Calendar Year (Jan - Dec), 2021","August, 2021",457821.73,17983391,15843052,15793679,99.69,415755.11,0,415755.11
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2021","August, 2021",115338,5118868,4480900,414692,9.25,109175.95,0,109175.95
India,Delhi,"Calendar Year (Jan - Dec), 2021","August, 2021",37572.75,1778541,656932,656932,100,14624.68,0,14624.68
India,Goa,"Calendar Year (Jan - Dec), 2021","August, 2021",2856.63,142930,123393,120301,97.49,2597.58,0,2597.58
India,Gujarat,"Calendar Year (Jan - Dec), 2021","August, 2021",198288.02,7221680,6711945,5957414,88.76,173865.72,0,173865.72
India,Haryana,"Calendar Year (Jan - Dec), 2021","August, 2021",66250,2703765,2401412,2401412,100,59846.73,0,59846.73
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2021","August, 2021",16857.47,719262,673005,598491,88.93,15080.18,190.03,15270.21
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2021","August, 2021",38927.5416825744386438080050,1585377.35857327500686700300,1390896.39498972567127020000,1233872.79951175407447880650,88.71,31214.1212956451646857725740,0,31214.1212956451646857725740
India,Jharkhand,"Calendar Year (Jan - Dec), 2021","August, 2021",144959.47,5844798,3048661,2873966,94.27,126171.44,0,126171.44
India,Karnataka,"Calendar Year (Jan - Dec), 2021","August, 2021",217403,12043560,10634455,10634455,100,189000.67,533.56,189534.24
India,Kerala,"Calendar Year (Jan - Dec), 2021","August, 2021",85459.89,3834145,4029198,3835719,95.2,78088.18,95.7,78183.88
India,Ladakh,"Calendar Year (Jan - Dec), 2021","August, 2021",870.5083174255613561919950,35452.64142672499313299700,31103.60501027432872980000,27592.20048824592552119350,88.71,698.0187043548353142274260,0,698.0187043548353142274260
India,Lakshadweep,"Calendar Year (Jan - Dec), 2021","August, 2021",126.85,5161,15,0,0,0.53,0,0.53
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2021","August, 2021",297039.11,11590126,11120459,10634666,95.63,252011.37,0.03,252011.4
India,Maharashtra,"Calendar Year (Jan - Dec), 2021","August, 2021",383766,15252036,13994941,13994941,100,343504.17,0,343504.17
India,Manipur,"Calendar Year (Jan - Dec), 2021","August, 2021",12461.24,539350,470226,51250,10.9,9181.74,2550.05,11731.79
India,Meghalaya,"Calendar Year (Jan - Dec), 2021","August, 2021",10800.27,421503,367033,5751,1.57,10274.22,1106.65,11380.87
India,Mizoram,"Calendar Year (Jan - Dec), 2021","August, 2021",3827.96,164483,157285,115297,73.3,3763.56,0,3763.56
India,Nagaland,"Calendar Year (Jan - Dec), 2021","August, 2021",7632.11,296171,252768,48500,19.19,5277.38,0,5277.38
India,Odisha,"Calendar Year (Jan - Dec), 2021","August, 2021",179926.06,9270560,8927186,8021663,89.86,179609.24,0,179609.24
India,Punjab,"Calendar Year (Jan - Dec), 2021","August, 2021",72510,3915990,2686000,2685345,99.98,322017.45,0,322017.45
India,Rajasthan,"Calendar Year (Jan - Dec), 2021","August, 2021",232631,10623306,9766703,9766638,100,217137.54,2904.5,220042.04
India,Sikkim,"Calendar Year (Jan - Dec), 2021","August, 2021",2197.94,91879,40073,40073,100,998.88,1180.58,2179.46
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2021","August, 2021",202114.13,11182700,10091042,9524435,94.39,180714.4,0,180714.4
India,Telangana,"Calendar Year (Jan - Dec), 2021","August, 2021",108004.23,5357863,4397905,4397905,100,93352.63,0,93352.63
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2021","August, 2021",451.98,60195,47478,47478,100,1181.36,0,1181.36
India,Tripura,"Calendar Year (Jan - Dec), 2021","August, 2021",13761.1,596132,686847,681362,99.2,13471.38,0,13471.38
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021","August, 2021",811798.34,35968384,33425217,33370273,99.84,774210.34,0,774210.34
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021","August, 2021",33454.8,1403526,899312,172256,19.15,21057.53,12451.3,33508.83
India,West Bengal,"Calendar Year (Jan - Dec), 2021","August, 2021",330516.44,55462666,16810237,3684384,21.92,320483.66,0,320483.66
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2021","July, 2021",332.7,16818,15474,12616,81.53,296.86,0,296.86
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2021","July, 2021",154148.03,8891202,8316670,8316670,100,136634.94,0,136634.94
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2021","July, 2021",4677.46,175680,128019,10661,8.33,3437.78,1356.7,4794.47
India,Assam,"Calendar Year (Jan - Dec), 2021","July, 2021",135479.33,5236920,0,0,0,0,122093.85,122093.85
India,Bihar,"Calendar Year (Jan - Dec), 2021","July, 2021",457821.73,17842550,16551862,16492661,99.64,433075.32,9235.06,442310.39
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2021","July, 2021",115338,5119364,4540212,369836,8.15,110456.15,1452.55,111908.7
India,Delhi,"Calendar Year (Jan - Dec), 2021","July, 2021",37572.75,1778527,1583677,1583677,100,34211.75,0,34211.75
India,Goa,"Calendar Year (Jan - Dec), 2021","July, 2021",2856.63,142928,134418,129763,96.54,2799.47,0,2799.47
India,Gujarat,"Calendar Year (Jan - Dec), 2021","July, 2021",198288.02,7195553,6657916,6262948,94.07,172461.72,0,172461.72
India,Haryana,"Calendar Year (Jan - Dec), 2021","July, 2021",66250,2704846,2691519,2691519,100,58619.8,0,58619.8
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2021","July, 2021",16857.47,710358,676553,596593,88.18,15271.37,90.16,15361.53
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2021","July, 2021",38927.5416825744386438080050,1582052.70537596834191858710,1477131.97147908866288895240,1273704.08150667081764720670,86.23,33410.8964106292890775487640,0,33410.8964106292890775487640
India,Jharkhand,"Calendar Year (Jan - Dec), 2021","July, 2021",144959.47,5825570,6366279,6048651,95.01,135268.36,0,135268.36
India,Karnataka,"Calendar Year (Jan - Dec), 2021","July, 2021",217403,12050080,10878799,10878797,100,190304.08,466.32,190770.4
India,Kerala,"Calendar Year (Jan - Dec), 2021","July, 2021",85459.89,3898757,3951780,3763108,95.23,78544.86,98.88,78643.74
India,Ladakh,"Calendar Year (Jan - Dec), 2021","July, 2021",870.5083174255613561919950,35378.29462403165808141290,33032.02852091133711104760,28482.91849332918235279330,86.23,747.1435893707109224512360,0,747.1435893707109224512360
India,Lakshadweep,"Calendar Year (Jan - Dec), 2021","July, 2021",126.85,5154,471,0,0,13.88,0,13.88
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2021","July, 2021",297039.11,11546059,10714976,10301339,96.14,250628.56,6.63,250635.19
India,Maharashtra,"Calendar Year (Jan - Dec), 2021","July, 2021",383766,15208083,13978700,13978700,100,344178.69,0.07,344178.76
India,Manipur,"Calendar Year (Jan - Dec), 2021","July, 2021",12461.24,539350,409706,12558,3.07,8060.59,1261.93,9322.52
India,Meghalaya,"Calendar Year (Jan - Dec), 2021","July, 2021",10800.27,421503,371194,2713,0.73,10383.56,947.97,11331.52
India,Mizoram,"Calendar Year (Jan - Dec), 2021","July, 2021",3827.96,163524,159542,115482,72.38,3801.21,0,3801.21
India,Nagaland,"Calendar Year (Jan - Dec), 2021","July, 2021",7632.11,298674,281555,80872,28.72,5878.28,0,5878.28
India,Odisha,"Calendar Year (Jan - Dec), 2021","July, 2021",179926.06,9270560,9092118,8176344,89.93,179665.77,0,179665.77
India,Punjab,"Calendar Year (Jan - Dec), 2021","July, 2021",72510,3915990,474721,474688,99.99,57406.05,0,57406.05
India,Rajasthan,"Calendar Year (Jan - Dec), 2021","July, 2021",232631,10606932,9769512,9769436,100,217268.14,0,217268.14
India,Sikkim,"Calendar Year (Jan - Dec), 2021","July, 2021",2197.94,91863,162,162,100,3.49,2156.35,2159.83
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2021","July, 2021",202114.13,11186811,10717130,6971270,65.05,186049.67,0,186049.67
India,Telangana,"Calendar Year (Jan - Dec), 2021","July, 2021",108004.23,5358003,4646073,4646073,100,99075.7,0,99075.7
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2021","July, 2021",451.98,60244,47198,47198,100,1216.24,0,1216.24
India,Tripura,"Calendar Year (Jan - Dec), 2021","July, 2021",13761.1,596005,738946,731936,99.05,13447.23,0,13447.23
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021","July, 2021",811798.34,35934556,33469789,33385167,99.75,773667.29,2.53,773669.81
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021","July, 2021",33454.8,1383601,924367,129569,14.02,21666.33,9280.5,30946.83
India,West Bengal,"Calendar Year (Jan - Dec), 2021","July, 2021",330516.44,55850222,18359427,2576015,14.03,321330.64,130.4,321461.04
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2021","June, 2021",332.7,16804,15209,12609,82.9,287.75,0,287.75
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2021","June, 2021",154148.03,8354505,8439530,8439530,100,138589.12,0,138589.12
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2021","June, 2021",4677.46,176998,128260,9912,7.73,3452.54,1280.83,4733.37
India,Assam,"Calendar Year (Jan - Dec), 2021","June, 2021",135479.33,5149760,0,0,0,0,112025.19,112025.19
India,Bihar,"Calendar Year (Jan - Dec), 2021","June, 2021",457821.73,17612669,16489550,16436961,99.68,431224.77,0,431224.77
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2021","June, 2021",115338,5119219,8417996,348770,4.14,112860.7,1462.5,114323.2
India,Delhi,"Calendar Year (Jan - Dec), 2021","June, 2021",37572.75,1542340,0,0,0,0,364175.01,364175.01
India,Goa,"Calendar Year (Jan - Dec), 2021","June, 2021",2856.63,142931,139654,134766,96.5,2889.23,0,2889.23
India,Gujarat,"Calendar Year (Jan - Dec), 2021","June, 2021",198288.02,7197424,6801314,6320193,92.93,172777.66,0,172777.66
India,Haryana,"Calendar Year (Jan - Dec), 2021","June, 2021",66250,2705011,2632079,2632079,100,57911.76,0,57911.76
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2021","June, 2021",16857.47,699770,672118,582754,86.7,15150.11,44.1,15194.2
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2021","June, 2021",38927.5416825744386438080050,1571813.67340497505898830830,1461415.42909182079222371360,1118413.72682470610826051840,76.53,33244.8300323301641658270660,0,33244.8300323301641658270660
India,Jharkhand,"Calendar Year (Jan - Dec), 2021","June, 2021",144959.47,5809799,6074723,5749043,94.64,135057.14,0,135057.14
India,Karnataka,"Calendar Year (Jan - Dec), 2021","June, 2021",217403,12059913,10878513,10878511,100,190253.91,403.12,190657.03
India,Kerala,"Calendar Year (Jan - Dec), 2021","June, 2021",85459.89,3905189,4086492,3878903,94.92,80090.43,102.24,80192.66
India,Ladakh,"Calendar Year (Jan - Dec), 2021","June, 2021",870.5083174255613561919950,35149.32659502494101169170,32680.57090817920777628640,25010.27317529389173948160,76.53,743.4299676698358341729340,0,743.4299676698358341729340
India,Lakshadweep,"Calendar Year (Jan - Dec), 2021","June, 2021",126.85,5159,459,0,0,12.65,0,12.65
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2021","June, 2021",297039.11,11326448,11520675,11062824,96.03,256066.63,564.86,256631.48
India,Maharashtra,"Calendar Year (Jan - Dec), 2021","June, 2021",383766,15161023,13895962,13895962,100,341936.27,4.75,341941.02
India,Manipur,"Calendar Year (Jan - Dec), 2021","June, 2021",12461.24,539350,477946,2417,0.51,9348.72,1890.58,11239.3
India,Meghalaya,"Calendar Year (Jan - Dec), 2021","June, 2021",10800.27,421374,370184,1974,0.53,10360.62,1949.9,12310.52
India,Mizoram,"Calendar Year (Jan - Dec), 2021","June, 2021",3827.96,162045,153930,116962,75.98,3750.08,0,3750.08
India,Nagaland,"Calendar Year (Jan - Dec), 2021","June, 2021",7632.11,298990,285928,84038,29.39,5998.24,0,5998.24
India,Odisha,"Calendar Year (Jan - Dec), 2021","June, 2021",179926.06,9277485,8873749,6911782,77.89,180639.87,0,180639.87
India,Rajasthan,"Calendar Year (Jan - Dec), 2021","June, 2021",232631,10618734,9778725,9778637,100,217542.92,51.56,217594.48
India,Sikkim,"Calendar Year (Jan - Dec), 2021","June, 2021",2197.94,91799,0,0,0,0,1313.82,1313.82
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2021","June, 2021",202114.13,11191833,11267505,64,0,192252.44,0,192252.44
India,Telangana,"Calendar Year (Jan - Dec), 2021","June, 2021",108004.23,5358287,4870699,4870699,100,103420.29,0,103420.29
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2021","June, 2021",451.98,60124,47208,47208,100,1210.24,0,1210.24
India,Tripura,"Calendar Year (Jan - Dec), 2021","June, 2021",13761.1,595312,754777,747531,99.04,13495.04,0,13495.04
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021","June, 2021",811798.34,35930088,33666456,33256420,98.78,778908.36,1.93,778910.29
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021","June, 2021",33454.8,1383601,845951,75600,8.94,19856.23,18977.09,38833.32
India,West Bengal,"Calendar Year (Jan - Dec), 2021","June, 2021",330516.44,56207742,19113506,1040211,5.44,322632.55,118.5,322751.05
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2021","May, 2021",332.7,16804,15448,12713,82.3,287.28,0,287.28
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2021","May, 2021",154148.03,8331597,8319279,8319279,100,143366.64,0,143366.64
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2021","May, 2021",4677.46,176998,138771,9465,6.82,3737.87,1440.54,5178.41
India,Assam,"Calendar Year (Jan - Dec), 2021","May, 2021",135479.33,5735028,0,0,0,0,129224.79,129224.79
India,Bihar,"Calendar Year (Jan - Dec), 2021","May, 2021",457821.73,17458438,16629061,16583370,99.73,431011.72,0,431011.72
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2021","May, 2021",115338,5120243,5791702,245601,4.24,113143.42,1462.2,114605.62
India,Delhi,"Calendar Year (Jan - Dec), 2021","May, 2021",37572.75,1778526,0,0,0,0,347772.06,347772.06
India,Goa,"Calendar Year (Jan - Dec), 2021","May, 2021",2856.63,142933,136921,131977,96.39,2844.82,0,2844.82
India,Gujarat,"Calendar Year (Jan - Dec), 2021","May, 2021",198288.02,7178473,6731096,6066406,90.13,174020.07,0,174020.07
India,Haryana,"Calendar Year (Jan - Dec), 2021","May, 2021",66250,2705269,2740926,2740926,100,59290.91,0,59290.91
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2021","May, 2021",16857.47,687117,669519,486303,72.63,14933.5,71.49,15005
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2021","May, 2021",38927.5416825744386438080050,1564005.28668120362436541800,1496574.19907628330224748810,1153764.20967373822885501650,77.09,34420.479830497499519783820,0,34420.479830497499519783820
India,Jharkhand,"Calendar Year (Jan - Dec), 2021","May, 2021",144959.47,5803441,7190359,786847,10.94,138482.97,0,138482.97
India,Karnataka,"Calendar Year (Jan - Dec), 2021","May, 2021",217403,12068720,10718941,10718941,100,189099.2,501.34,189600.54
India,Kerala,"Calendar Year (Jan - Dec), 2021","May, 2021",85459.89,3903340,4307772,4059962,94.25,84202.96,103.01,84305.97
India,Ladakh,"Calendar Year (Jan - Dec), 2021","May, 2021",870.5083174255613561919950,34974.71331879637563458200,33466.80092371669775251190,25800.79032626177114498350,77.09,769.720169502500480216180,0,769.720169502500480216180
India,Lakshadweep,"Calendar Year (Jan - Dec), 2021","May, 2021",126.85,5159,936,0,0,24.89,0,24.89
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2021","May, 2021",297039.11,11129273,11988179,11495939,95.89,256346.72,25.96,256372.68
India,Maharashtra,"Calendar Year (Jan - Dec), 2021","May, 2021",383766,15103537,14407194,14407194,100,349930,127.47,350057.47
India,Manipur,"Calendar Year (Jan - Dec), 2021","May, 2021",12461.24,539350,449733,651,0.14,8720.07,3130.18,11850.25
India,Meghalaya,"Calendar Year (Jan - Dec), 2021","May, 2021",10800.27,421503,356168,1131,0.32,9979.56,1383.42,11362.98
India,Mizoram,"Calendar Year (Jan - Dec), 2021","May, 2021",3827.96,161651,148162,118618,80.06,3669.29,0,3669.29
India,Nagaland,"Calendar Year (Jan - Dec), 2021","May, 2021",7632.11,303582,279295,79781,28.57,5994.78,0,5994.78
India,Odisha,"Calendar Year (Jan - Dec), 2021","May, 2021",179926.06,9283193,8876162,6915736,77.91,180269.26,0,180269.26
India,Rajasthan,"Calendar Year (Jan - Dec), 2021","May, 2021",232631,10632454,9418384,9418321,100,211254.07,540.61,211794.67
India,Sikkim,"Calendar Year (Jan - Dec), 2021","May, 2021",2197.94,91700,0,0,0,0,2153.46,2153.46
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2021","May, 2021",202114.13,11192269,11073542,3957466,35.74,199543.87,0,199543.87
India,Telangana,"Calendar Year (Jan - Dec), 2021","May, 2021",108004.23,5356120,4480491,4480491,100,95872.01,0,95872.01
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2021","May, 2021",451.98,60277,47245,47245,100,1203.25,0,1203.25
India,Tripura,"Calendar Year (Jan - Dec), 2021","May, 2021",13761.1,594473,790013,781941,98.98,13442.26,0,13442.26
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021","May, 2021",811798.34,35848247,33127013,32729231,98.8,768568.34,22.6,768590.94
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021","May, 2021",33454.8,1375346,757814,52030,6.87,17677.55,12890.89,30568.43
India,West Bengal,"Calendar Year (Jan - Dec), 2021","May, 2021",330516.44,56121100,19367739,21128,0.11,324126.77,117.9,324244.67
